order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percent,order_amount,currency,order_status,sales_channel,shipping_method
ORD00000037,CUST003528,PROD000312,2024-11-16,3,389.8,25.0,877.05,USD,Returned,Marketplace,Standard
ORD00000038,CUST004287,PROD000112,2023-11-01,1,1353.3,20.0,1082.64,USD,Completed,Retail Store,Same Day
ORD00000039,CUST003994,PROD000077,2024-01-22,3,1341.12,0.0,4023.36,USD,Returned,Marketplace,Express
ORD00000040,CUST000094,PROD000313,2026-03-20,5,1059.81,5.0,5034.1,USD,Delivered,Marketplace,Express
ORD00000041,CUST003254,PROD000307,2026-02-24,3,839.09,0.0,2517.27,USD,Completed,Marketplace,Express
ORD00000042,CUST000248,PROD000093,2024-01-03,5,223.62,25.0,838.57,USD,Completed,Website,Same Day
ORD00000043,CUST002696,PROD000318,2026-01-23,5,654.65,25.0,2454.94,USD,Cancelled,Retail Store,Express
ORD00000044,CUST004821,PROD000345,2023-02-27,4,1488.61,25.0,4465.83,USD,Processing,Website,Store Pickup
ORD00000045,CUST003190,PROD000235,2025-07-25,5,562.21,0.0,2811.05,USD,Cancelled,Retail Store,Store Pickup
ORD00000046,CUST000257,PROD000120,2023-05-27,5,1063.27,20.0,4253.08,USD,Shipped,Mobile App,Same Day
ORD00000047,CUST003289,PROD000011,2023-11-16,3,830.17,25.0,1867.88,USD,Processing,Website,Standard
ORD00000048,CUST004071,PROD000266,2026-06-12,1,98.35,10.0,88.51,USD,Cancelled,Retail Store,Same Day
ORD00000049,CUST001324,PROD000456,2025-01-06,2,330.71,0.0,661.42,USD,Completed,Retail Store,Store Pickup
ORD00000050,CUST003172,PROD000411,2025-06-14,1,1001.11,20.0,800.89,USD,Cancelled,Retail Store,Express
ORD00000051,CUST000973,PROD000119,2024-04-23,4,758.08,5.0,2880.7,USD,Completed,Marketplace,Same Day
ORD00000052,CUST000905,PROD000226,2024-11-28,5,326.52,20.0,1306.08,USD,Delivered,Retail Store,Same Day
ORD00000053,CUST004533,PROD000415,2025-05-03,4,231.89,0.0,927.56,USD,Delivered,Website,Express
ORD00000054,CUST004731,PROD000435,2025-10-04,4,611.42,15.0,2078.83,USD,Shipped,Website,Store Pickup
ORD00000055,CUST002849,PROD000014,2023-06-05,5,755.61,10.0,3400.24,USD,Shipped,Marketplace,Same Day
ORD00000056,CUST002279,PROD000099,2023-04-06,4,358.04,5.0,1360.55,USD,Delivered,Retail Store,Store Pickup
ORD00000057,CUST004048,PROD000105,2024-07-26,1,1251.35,15.0,1063.65,USD,Completed,Retail Store,Standard
ORD00000058,CUST000783,PROD000223,2024-02-01,5,706.03,10.0,3177.13,USD,Cancelled,Marketplace,Standard
ORD00000059,CUST003028,PROD000003,2023-02-26,1,690.66,10.0,621.59,USD,Returned,Website,Express
ORD00000060,CUST000331,PROD000123,2026-02-02,1,167.7,0.0,167.7,USD,Returned,Retail Store,Express
ORD00000061,CUST004124,PROD000300,2023-10-02,4,1481.74,0.0,5926.96,USD,Shipped,Marketplace,Same Day
ORD00000062,CUST004823,PROD000079,2026-02-27,4,913.21,5.0,3470.2,USD,Shipped,Retail Store,Express
ORD00000063,CUST004888,PROD000459,2026-05-23,3,767.15,0.0,2301.45,USD,Returned,Mobile App,Store Pickup
ORD00000064,CUST003001,PROD000209,2024-11-22,3,336.86,10.0,909.52,USD,Processing,Retail Store,Express
ORD00000065,CUST002643,PROD000489,2023-04-03,4,526.03,0.0,2104.12,USD,Delivered,Mobile App,Same Day
ORD00000066,CUST004060,PROD000332,2026-05-21,5,1278.89,0.0,6394.45,USD,Returned,Website,Same Day
ORD00000067,CUST003896,PROD000100,2026-04-07,4,711.7,0.0,2846.8,USD,Cancelled,Mobile App,Standard
ORD00000068,CUST000483,PROD000132,2024-06-28,1,1398.66,0.0,1398.66,USD,Completed,Marketplace,Standard
ORD00000069,CUST004049,PROD000103,2025-11-25,1,726.3,20.0,581.04,USD,Returned,Marketplace,Express
ORD00000070,CUST003670,PROD000246,2023-06-21,1,1480.89,25.0,1110.67,USD,Processing,Retail Store,Standard
ORD00000071,CUST000076,PROD000225,2026-02-25,4,1164.96,5.0,4426.85,USD,Returned,Marketplace,Express
ORD00000072,CUST000193,PROD000357,2025-06-03,4,219.17,0.0,876.68,USD,Shipped,Marketplace,Express
ORD00000073,CUST003336,PROD000263,2025-01-26,5,410.92,0.0,2054.6,USD,Returned,Retail Store,Express
ORD00000074,CUST002849,PROD000478,2023-02-23,2,1121.1,25.0,1681.65,USD,Cancelled,Mobile App,Standard
ORD00000075,CUST003449,PROD000203,2024-05-09,2,1169.85,0.0,2339.7,USD,Cancelled,Retail Store,Express
ORD00000076,CUST003829,PROD000172,2024-03-15,4,403.05,0.0,1612.2,USD,Processing,Mobile App,Standard
ORD00000077,CUST000881,PROD000350,2025-08-21,2,364.05,20.0,582.48,USD,Cancelled,Marketplace,Standard
ORD00000078,CUST000242,PROD000340,2023-04-11,2,1085.91,20.0,1737.46,USD,Shipped,Retail Store,Express
ORD00000079,CUST000455,PROD000048,2026-05-16,2,704.34,0.0,1408.68,USD,Shipped,Retail Store,Store Pickup
ORD00000080,CUST000035,PROD000225,2024-05-16,4,1164.96,20.0,3727.87,USD,Cancelled,Mobile App,Express
ORD00000081,CUST004631,PROD000143,2025-12-10,2,603.72,0.0,1207.44,USD,Cancelled,Mobile App,Same Day
ORD00000082,CUST000099,PROD000115,2023-04-24,2,1105.87,20.0,1769.39,USD,Cancelled,Website,Express
ORD00000083,CUST001531,PROD000500,2024-06-01,5,369.91,0.0,1849.55,USD,Completed,Mobile App,Store Pickup
ORD00000084,CUST003050,PROD000398,2024-04-05,4,1199.89,20.0,3839.65,USD,Delivered,Retail Store,Standard
ORD00000085,CUST002850,PROD000162,2024-11-15,1,1010.48,0.0,1010.48,USD,Shipped,Marketplace,Store Pickup
ORD00000086,CUST000296,PROD000005,2025-08-25,3,427.21,0.0,1281.63,USD,Processing,Retail Store,Store Pickup
ORD00000087,CUST001565,PROD000456,2023-05-24,3,330.71,10.0,892.92,USD,Cancelled,Retail Store,Express
ORD00000088,CUST003270,PROD000478,2025-07-15,3,1121.1,20.0,2690.64,USD,Delivered,Marketplace,Store Pickup
ORD00000089,CUST002834,PROD000013,2025-10-03,1,1045.08,20.0,836.06,USD,Completed,Marketplace,Standard
ORD00000090,CUST000619,PROD000248,2025-12-15,5,666.42,25.0,2499.07,USD,Processing,Mobile App,Store Pickup
ORD00000091,CUST000549,PROD000450,2025-07-02,5,947.24,10.0,4262.58,USD,Delivered,Retail Store,Express
ORD00000092,CUST000542,PROD000137,2025-04-03,3,254.08,15.0,647.9,USD,Processing,Retail Store,Store Pickup
ORD00000093,CUST003416,PROD000353,2023-11-03,2,1353.11,0.0,2706.22,USD,Completed,Retail Store,Same Day
ORD00000094,CUST003536,PROD000350,2024-05-11,4,364.05,0.0,1456.2,USD,Cancelled,Mobile App,Express
ORD00000095,CUST003684,PROD000416,2025-11-14,2,536.53,0.0,1073.06,USD,Completed,Website,Standard
ORD00000096,CUST003627,PROD000055,2023-09-18,3,140.75,0.0,422.25,USD,Completed,Marketplace,Standard
ORD00000097,CUST002475,PROD000397,2024-01-18,5,1098.46,10.0,4943.07,USD,Processing,Website,Express
ORD00000098,CUST004928,PROD000458,2025-01-27,4,1309.53,0.0,5238.12,USD,Delivered,Website,Standard
ORD00000099,CUST004856,PROD000267,2025-03-11,1,1194.61,15.0,1015.42,USD,Processing,Website,Same Day
ORD00000100,CUST000132,PROD000437,2025-04-28,5,903.55,0.0,4517.75,USD,Delivered,Mobile App,Same Day
ORD00000101,CUST000921,PROD000365,2023-02-21,1,540.56,15.0,459.48,USD,Shipped,Website,Same Day
ORD00000102,CUST003540,PROD000193,2025-09-23,2,310.0,15.0,527.0,USD,Processing,Website,Express
ORD00000103,CUST003399,PROD000493,2023-04-17,1,1307.26,5.0,1241.9,USD,Processing,Marketplace,Store Pickup
ORD00000104,CUST002381,PROD000012,2023-09-07,2,1440.09,0.0,2880.18,USD,Returned,Retail Store,Store Pickup
ORD00000105,CUST002841,PROD000398,2025-02-24,3,1199.89,0.0,3599.67,USD,Processing,Mobile App,Store Pickup
ORD00000106,CUST002192,PROD000398,2024-12-10,2,1199.89,0.0,2399.78,USD,Processing,Marketplace,Same Day
ORD00000107,CUST001218,PROD000307,2026-08-17,1,839.09,0.0,839.09,USD,Completed,Mobile App,Express
ORD00000108,CUST002900,PROD000041,2024-07-27,3,1368.54,20.0,3284.5,USD,Returned,Website,Store Pickup
ORD00000109,CUST001730,PROD000201,2025-03-06,3,463.79,25.0,1043.53,USD,Completed,Marketplace,Same Day
ORD00000110,CUST004668,PROD000435,2024-01-01,1,611.42,10.0,550.28,USD,Shipped,Retail Store,Same Day
ORD00000111,CUST004329,PROD000333,2024-02-25,1,414.26,20.0,331.41,USD,Returned,Mobile App,Same Day
ORD00000112,CUST001211,PROD000098,2023-12-18,2,963.45,0.0,1926.9,USD,Cancelled,Retail Store,Store Pickup
ORD00000113,CUST001783,PROD000131,2024-10-03,1,559.02,0.0,559.02,USD,Shipped,Marketplace,Same Day
ORD00000114,CUST004129,PROD000251,2025-04-25,3,95.67,15.0,243.96,USD,Shipped,Website,Same Day
ORD00000115,CUST000297,PROD000438,2025-06-14,5,1481.66,5.0,7037.89,USD,Processing,Mobile App,Same Day
ORD00000116,CUST004219,PROD000139,2025-11-15,3,56.88,0.0,170.64,USD,Processing,Marketplace,Standard
ORD00000117,CUST003055,PROD000302,2024-11-04,2,1126.18,0.0,2252.36,USD,Returned,Mobile App,Express
ORD00000118,CUST003756,PROD000190,2026-06-12,5,437.5,20.0,1750.0,USD,Returned,Mobile App,Express
ORD00000119,CUST003851,PROD000123,2023-05-09,4,167.7,5.0,637.26,USD,Cancelled,Mobile App,Same Day
ORD00000120,CUST002822,PROD000063,2025-08-10,5,830.89,5.0,3946.73,USD,Cancelled,Retail Store,Standard
ORD00000121,CUST004073,PROD000083,2023-05-17,2,176.91,0.0,353.82,USD,Completed,Website,Store Pickup
ORD00000122,CUST000146,PROD000067,2024-07-17,5,939.3,10.0,4226.85,USD,Delivered,Retail Store,Same Day
ORD00000123,CUST001750,PROD000137,2026-04-21,4,254.08,5.0,965.5,USD,Cancelled,Website,Same Day
ORD00000124,CUST001526,PROD000357,2023-02-17,2,219.17,0.0,438.34,USD,Delivered,Website,Store Pickup
ORD00000125,CUST003478,PROD000430,2025-06-09,4,6.07,25.0,18.21,USD,Returned,Retail Store,Same Day
ORD00000126,CUST000800,PROD000241,2026-03-12,4,401.62,0.0,1606.48,USD,Completed,Website,Same Day
ORD00000127,CUST003837,PROD000001,2025-03-02,5,381.24,5.0,1810.89,USD,Processing,Mobile App,Store Pickup
ORD00000128,CUST002833,PROD000010,2024-12-29,1,1040.81,25.0,780.61,USD,Shipped,Mobile App,Express
ORD00000129,CUST004846,PROD000444,2023-07-26,3,110.16,0.0,330.48,USD,Delivered,Mobile App,Express
ORD00000130,CUST003695,PROD000136,2026-04-02,2,839.68,15.0,1427.46,USD,Delivered,Retail Store,Store Pickup
ORD00000131,CUST001351,PROD000130,2025-11-13,3,824.34,25.0,1854.76,USD,Completed,Marketplace,Express
ORD00000132,CUST000286,PROD000048,2025-03-28,1,704.34,10.0,633.91,USD,Delivered,Retail Store,Express
ORD00000133,CUST004008,PROD000272,2026-01-10,2,1293.75,20.0,2070.0,USD,Processing,Marketplace,Express
ORD00000134,CUST004816,PROD000416,2024-12-18,1,536.53,10.0,482.88,USD,Processing,Mobile App,Same Day
ORD00000135,CUST000459,PROD000340,2024-11-25,5,1085.91,10.0,4886.6,USD,Returned,Mobile App,Express
ORD00000136,CUST000448,PROD000270,2023-07-23,3,197.76,5.0,563.62,USD,Delivered,Marketplace,Same Day
ORD00000137,CUST003885,PROD000209,2026-01-12,1,336.86,20.0,269.49,USD,Processing,Marketplace,Store Pickup
ORD00000138,CUST000560,PROD000383,2025-03-27,4,855.17,25.0,2565.51,USD,Processing,Retail Store,Express
ORD00000139,CUST002668,PROD000368,2023-12-16,4,458.22,0.0,1832.88,USD,Processing,Marketplace,Same Day
ORD00000140,CUST000941,PROD000403,2025-12-30,5,1286.14,0.0,6430.7,USD,Shipped,Marketplace,Store Pickup
ORD00000141,CUST002301,PROD000089,2025-09-06,2,1244.12,15.0,2115.0,USD,Returned,Mobile App,Store Pickup
ORD00000142,CUST001612,PROD000250,2023-08-02,5,1418.41,20.0,5673.64,USD,Processing,Retail Store,Same Day
ORD00000143,CUST000704,PROD000150,2025-11-20,5,1417.1,25.0,5314.12,USD,Shipped,Retail Store,Express
ORD00000144,CUST001011,PROD000415,2023-03-10,2,231.89,0.0,463.78,USD,Completed,Website,Standard
ORD00000145,CUST003410,PROD000381,2025-02-22,3,1290.11,0.0,3870.33,USD,Processing,Website,Store Pickup
ORD00000146,CUST004802,PROD000094,2024-05-14,3,1305.38,0.0,3916.14,USD,Cancelled,Website,Same Day
ORD00000147,CUST003648,PROD000444,2025-05-27,5,110.16,0.0,550.8,USD,Completed,Website,Standard
ORD00000148,CUST001503,PROD000001,2025-03-10,3,381.24,15.0,972.16,USD,Cancelled,Mobile App,Express
ORD00000149,CUST001053,PROD000248,2024-10-19,3,666.42,20.0,1599.41,USD,Processing,Marketplace,Express
ORD00000150,CUST004804,PROD000437,2023-06-28,1,903.55,15.0,768.02,USD,Returned,Mobile App,Same Day
ORD00000151,CUST001926,PROD000033,2024-02-02,2,1103.16,5.0,2096.0,USD,Cancelled,Mobile App,Store Pickup
ORD00000152,CUST003640,PROD000238,2025-11-22,3,74.65,25.0,167.96,USD,Delivered,Marketplace,Express
ORD00000153,CUST000571,PROD000199,2024-05-16,3,532.92,25.0,1199.07,USD,Completed,Marketplace,Store Pickup
ORD00000154,CUST003911,PROD000307,2023-01-02,1,839.09,10.0,755.18,USD,Completed,Mobile App,Standard
ORD00000155,CUST004886,PROD000490,2025-10-22,4,515.88,0.0,2063.52,USD,Completed,Retail Store,Same Day
ORD00000156,CUST002237,PROD000202,2025-07-27,4,1186.16,20.0,3795.71,USD,Returned,Mobile App,Standard
ORD00000157,CUST003017,PROD000236,2024-03-26,1,177.33,0.0,177.33,USD,Returned,Retail Store,Express
ORD00000158,CUST001616,PROD000401,2023-08-27,1,1026.85,5.0,975.51,USD,Returned,Marketplace,Express
ORD00000159,CUST003111,PROD000453,2025-04-06,3,1141.7,15.0,2911.34,USD,Returned,Mobile App,Same Day
ORD00000160,CUST000454,PROD000374,2025-05-20,1,1243.84,25.0,932.88,USD,Shipped,Retail Store,Express
ORD00000161,CUST003163,PROD000268,2026-06-14,2,405.62,10.0,730.12,USD,Cancelled,Retail Store,Standard
ORD00000162,CUST004977,PROD000094,2024-02-09,4,1305.38,0.0,5221.52,USD,Delivered,Retail Store,Express
ORD00000163,CUST003616,PROD000055,2023-10-01,5,140.75,20.0,563.0,USD,Cancelled,Retail Store,Same Day
ORD00000164,CUST004958,PROD000131,2025-06-24,2,559.02,0.0,1118.04,USD,Cancelled,Retail Store,Store Pickup
ORD00000165,CUST003196,PROD000112,2025-10-09,1,1353.3,0.0,1353.3,USD,Delivered,Website,Standard
ORD00000166,CUST004182,PROD000184,2024-02-07,1,240.03,20.0,192.02,USD,Returned,Website,Same Day
ORD00000167,CUST002982,PROD000430,2023-05-21,5,6.07,0.0,30.35,USD,Delivered,Retail Store,Express
ORD00000168,CUST001337,PROD000310,2023-09-06,4,928.74,15.0,3157.72,USD,Processing,Marketplace,Store Pickup
ORD00000169,CUST002954,PROD000226,2025-12-18,4,326.52,25.0,979.56,USD,Cancelled,Website,Store Pickup
ORD00000170,CUST000788,PROD000046,2025-08-04,2,696.64,20.0,1114.62,USD,Cancelled,Marketplace,Express
ORD00000171,CUST004702,PROD000499,2023-03-19,4,702.91,0.0,2811.64,USD,Delivered,Mobile App,Standard
ORD00000172,CUST003859,PROD000109,2025-03-02,2,355.02,20.0,568.03,USD,Cancelled,Retail Store,Standard
ORD00000173,CUST004389,PROD000081,2024-11-06,1,274.08,5.0,260.38,USD,Cancelled,Website,Same Day
ORD00000174,CUST004977,PROD000256,2025-12-12,4,1078.24,0.0,4312.96,USD,Completed,Marketplace,Express
ORD00000175,CUST003389,PROD000359,2026-01-27,3,462.04,0.0,1386.12,USD,Completed,Retail Store,Store Pickup
ORD00000176,CUST001271,PROD000342,2025-05-16,3,793.18,15.0,2022.61,USD,Delivered,Marketplace,Same Day
ORD00000177,CUST000212,PROD000453,2025-05-14,2,1141.7,15.0,1940.89,USD,Returned,Mobile App,Standard
ORD00000178,CUST001453,PROD000402,2025-04-29,2,774.7,0.0,1549.4,USD,Processing,Mobile App,Express
ORD00000179,CUST000851,PROD000183,2025-03-29,2,697.77,25.0,1046.65,USD,Cancelled,Mobile App,Same Day
ORD00000180,CUST001284,PROD000412,2024-04-11,5,1268.91,20.0,5075.64,USD,Returned,Marketplace,Store Pickup
ORD00000181,CUST000278,PROD000137,2025-11-15,4,254.08,10.0,914.69,USD,Returned,Mobile App,Express
ORD00000182,CUST000404,PROD000053,2025-05-05,1,449.23,0.0,449.23,USD,Processing,Website,Store Pickup
ORD00000183,CUST002873,PROD000162,2026-06-26,4,1010.48,10.0,3637.73,USD,Completed,Marketplace,Standard
ORD00000184,CUST000013,PROD000334,2025-04-02,1,599.13,15.0,509.26,USD,Processing,Retail Store,Store Pickup
ORD00000185,CUST000651,PROD000305,2024-01-30,4,1351.09,10.0,4863.92,USD,Processing,Mobile App,Store Pickup
ORD00000186,CUST003147,PROD000273,2024-08-08,5,405.32,20.0,1621.28,USD,Shipped,Marketplace,Store Pickup
ORD00000187,CUST003639,PROD000391,2023-12-07,3,1144.07,5.0,3260.6,USD,Returned,Marketplace,Store Pickup
ORD00000188,CUST001212,PROD000499,2025-01-14,2,702.91,5.0,1335.53,USD,Delivered,Retail Store,Express
ORD00000189,CUST003973,PROD000258,2026-07-24,1,43.57,0.0,43.57,USD,Cancelled,Mobile App,Store Pickup
ORD00000190,CUST001349,PROD000126,2023-03-20,3,474.49,15.0,1209.95,USD,Completed,Marketplace,Standard
ORD00000191,CUST003414,PROD000164,2025-01-05,1,1412.78,10.0,1271.5,USD,Completed,Retail Store,Store Pickup
ORD00000192,CUST004813,PROD000084,2024-02-23,5,1229.48,0.0,6147.4,USD,Returned,Retail Store,Express
ORD00000193,CUST002598,PROD000500,2023-01-25,4,369.91,20.0,1183.71,USD,Processing,Website,Standard
ORD00000194,CUST003571,PROD000225,2026-01-24,3,1164.96,25.0,2621.16,USD,Cancelled,Mobile App,Store Pickup
ORD00000195,CUST002454,PROD000331,2025-03-24,5,689.66,15.0,2931.05,USD,Processing,Marketplace,Same Day
ORD00000196,CUST004385,PROD000232,2023-06-25,1,1050.24,5.0,997.73,USD,Cancelled,Marketplace,Same Day
ORD00000197,CUST001992,PROD000491,2023-04-11,5,395.61,20.0,1582.44,USD,Processing,Marketplace,Express
ORD00000198,CUST002275,PROD000174,2025-01-11,4,856.24,10.0,3082.46,USD,Delivered,Retail Store,Express
ORD00000199,CUST003729,PROD000041,2025-02-27,2,1368.54,5.0,2600.23,USD,Returned,Marketplace,Store Pickup
ORD00000200,CUST004253,PROD000463,2025-05-01,1,1312.49,0.0,1312.49,USD,Returned,Marketplace,Same Day
ORD00000201,CUST004872,PROD000253,2023-07-17,5,98.12,5.0,466.07,USD,Completed,Website,Standard
ORD00000202,CUST000929,PROD000166,2024-05-11,5,1361.41,0.0,6807.05,USD,Returned,Mobile App,Store Pickup
ORD00000203,CUST004648,PROD000165,2024-03-17,5,213.87,15.0,908.95,USD,Completed,Mobile App,Same Day
ORD00000204,CUST003845,PROD000156,2024-09-26,2,155.78,10.0,280.4,USD,Completed,Mobile App,Express
ORD00000205,CUST003330,PROD000313,2023-03-27,2,1059.81,5.0,2013.64,USD,Cancelled,Mobile App,Express
ORD00000206,CUST002571,PROD000191,2025-08-09,2,533.79,15.0,907.44,USD,Processing,Website,Store Pickup
ORD00000207,CUST004870,PROD000416,2026-02-08,2,536.53,0.0,1073.06,USD,Returned,Website,Store Pickup
ORD00000208,CUST004523,PROD000287,2025-09-10,4,547.79,15.0,1862.49,USD,Delivered,Retail Store,Express
ORD00000209,CUST003841,PROD000239,2023-03-15,4,942.51,5.0,3581.54,USD,Returned,Mobile App,Express
ORD00000210,CUST004093,PROD000445,2024-10-01,4,318.4,20.0,1018.88,USD,Shipped,Retail Store,Same Day
ORD00000211,CUST000453,PROD000477,2026-05-13,3,270.33,0.0,810.99,USD,Shipped,Marketplace,Same Day
ORD00000212,CUST003275,PROD000187,2025-12-30,1,321.5,25.0,241.12,USD,Delivered,Website,Standard
ORD00000213,CUST001209,PROD000009,2026-01-08,4,1174.53,5.0,4463.21,USD,Returned,Marketplace,Express
ORD00000214,CUST001947,PROD000230,2024-06-20,5,285.01,0.0,1425.05,USD,Completed,Marketplace,Same Day
ORD00000215,CUST000555,PROD000344,2024-10-22,1,158.1,15.0,134.38,USD,Returned,Retail Store,Same Day
ORD00000216,CUST002587,PROD000105,2023-09-13,5,1251.35,25.0,4692.56,USD,Processing,Website,Store Pickup
ORD00000217,CUST002584,PROD000344,2023-01-12,1,158.1,10.0,142.29,USD,Delivered,Website,Same Day
ORD00000218,CUST001163,PROD000101,2025-08-18,4,1112.1,15.0,3781.14,USD,Returned,Mobile App,Same Day
ORD00000219,CUST001556,PROD000018,2024-06-26,4,1198.15,0.0,4792.6,USD,Completed,Retail Store,Store Pickup
ORD00000220,CUST000875,PROD000230,2026-04-25,2,285.01,0.0,570.02,USD,Cancelled,Retail Store,Express
ORD00000221,CUST004266,PROD000284,2023-10-12,4,564.73,0.0,2258.92,USD,Cancelled,Mobile App,Store Pickup
ORD00000222,CUST004699,PROD000292,2023-06-23,5,264.59,0.0,1322.95,USD,Delivered,Marketplace,Standard
ORD00000223,CUST003491,PROD000115,2025-01-14,4,1105.87,0.0,4423.48,USD,Shipped,Mobile App,Standard
ORD00000224,CUST003343,PROD000425,2025-04-04,5,1276.97,15.0,5427.12,USD,Processing,Marketplace,Express
ORD00000225,CUST001630,PROD000441,2024-10-19,4,1259.48,0.0,5037.92,USD,Processing,Retail Store,Store Pickup
ORD00000226,CUST003043,PROD000173,2024-09-11,4,93.01,0.0,372.04,USD,Cancelled,Marketplace,Store Pickup
ORD00000227,CUST000025,PROD000402,2024-03-27,2,774.7,15.0,1316.99,USD,Cancelled,Retail Store,Store Pickup
ORD00000228,CUST001466,PROD000461,2023-01-19,2,1220.0,15.0,2074.0,USD,Cancelled,Website,Standard
ORD00000229,CUST003667,PROD000322,2026-06-05,5,1076.45,15.0,4574.91,USD,Delivered,Mobile App,Same Day
ORD00000230,CUST003872,PROD000249,2026-03-20,5,727.57,10.0,3274.07,USD,Shipped,Mobile App,Standard
ORD00000231,CUST000135,PROD000270,2024-03-23,1,197.76,0.0,197.76,USD,Cancelled,Website,Same Day
ORD00000232,CUST003327,PROD000031,2025-06-19,4,1225.37,10.0,4411.33,USD,Returned,Website,Standard
ORD00000233,CUST003133,PROD000220,2024-06-17,1,782.61,0.0,782.61,USD,Returned,Website,Express
ORD00000234,CUST002919,PROD000332,2025-12-30,3,1278.89,0.0,3836.67,USD,Completed,Website,Standard
ORD00000235,CUST004537,PROD000447,2025-05-07,3,908.55,15.0,2316.8,USD,Processing,Mobile App,Express
ORD00000236,CUST004676,PROD000321,2024-09-22,4,798.45,0.0,3193.8,USD,Processing,Website,Store Pickup
